"REF_DATE","GEO","DGUID","Lender type","Characteristics of outstanding residential mortgage loans","Residential mortgage loans outstanding","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 80% and up to 85%, insured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992093","1.1.40.1","12056879","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 80% and up to 85%, insured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992333","1.1.40.2","39438","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 85% and up to 90%, insured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992094","1.1.41.1","14340420","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 85% and up to 90%, insured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992334","1.1.41.2","39754","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 90% and up to 95%, insured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992095","1.1.42.1","23079725","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 90% and up to 95%, insured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992335","1.1.42.2","69139","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 95%, insured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992096","1.1.43.1","15271334","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 95%, insured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992336","1.1.43.2","42940","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Total uninsured outstanding residential mortgages by loan-to-value (LTV) ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992097","1.1.44.1","277711071","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Total uninsured outstanding residential mortgages by loan-to-value (LTV) ratio","Number of mortgages outstanding","Number","223","units","0","v1374992337","1.1.44.2","1321720","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","25% or less, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992098","1.1.45.1","22028364","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","25% or less, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992338","1.1.45.2","253535","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 25% and up to 45%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992099","1.1.46.1","54717835","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 25% and up to 45%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992339","1.1.46.2","344857","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 45% and up to 65%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992100","1.1.47.1","84499380","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 45% and up to 65%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992340","1.1.47.2","338461","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 65% and up to 75%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992101","1.1.48.1","64084607","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 65% and up to 75%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992341","1.1.48.2","212308","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 75% and up to 80%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992102","1.1.49.1","45627728","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 75% and up to 80%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992342","1.1.49.2","151927","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 80%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992103","1.1.50.1","6753158","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 80%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992343","1.1.50.2","20632","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Total insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992104","1.1.51.1","2753137","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Total insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992344","1.1.51.2","13748","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","1 to 30 days, insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992105","1.1.52.1","2096963","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","1 to 30 days, insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992345","1.1.52.2","11150","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","31 to 60 days, insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992106","1.1.53.1","224613","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","31 to 60 days, insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992346","1.1.53.2","850","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","61 to 90 days, insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992107","1.1.54.1","106961","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","61 to 90 days, insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992347","1.1.54.2","423","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Over 90 days, insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992108","1.1.55.1","324600","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Over 90 days, insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992348","1.1.55.2","1325","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Total uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992109","1.1.56.1","7155036","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Total uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992349","1.1.56.2","27125","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","1 to 30 days, uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992110","1.1.57.1","4447036","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","1 to 30 days, uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992350","1.1.57.2","20647","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","31 to 60 days, uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992111","1.1.58.1","669188","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","31 to 60 days, uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992351","1.1.58.2","2069","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","61 to 90 days, uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992112","1.1.59.1","301164","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","61 to 90 days, uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992352","1.1.59.2","933","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Over 90 days, uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992113","1.1.60.1","1737648","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Over 90 days, uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992353","1.1.60.2","3476","","","","0"
"2025-07","Canada","2021A000011124","Credit Unions","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992114","1.2.1.1","287576799","","","","0"
"2025-07","Canada","2021A000011124","Credit Unions","Total outstanding residential mortgages","Number of mortgages outstanding","Number","223","units","0","v1374992354","1.2.1.2","1481931","","","","0"
